home_team,away_team,p_home_book,p_draw_book,p_away_book
AC Milan,Udinese,0.6873629682720979,0.20146141224731207,0.11117561948059015
AS Roma,Pisa,0.7018409421783796,0.19930323286295293,0.09885582495866756
Atalanta BC,Juventus,0.31402309781230603,0.2795304450421256,0.40644645714556843
Bologna,Lecce,0.5757577767750007,0.25853276286264953,0.16570946036234968
Cagliari,Cremonese,0.43637283896464907,0.29984547592076266,0.26378168511458827
Como,Inter Milan,0.30140011732914435,0.2797495884328903,0.4188502942379653
Cremonese,Bologna,0.2593084876404524,0.2801589987873186,0.46053251357222913
Fiorentina,Lazio,0.4353241256122847,0.29835747459119305,0.2663183997965222
Genoa,Sassuolo,0.43733181934741333,0.2913526315935803,0.27131554905900634
Hellas Verona,Fiorentina,0.2290436625211417,0.27584817339251955,0.4951081640863388
Inter Milan,AS Roma,0.5719724437556135,0.24547920632974987,0.18254834991463667
Juventus,Genoa,0.6810116328289809,0.21007949883132457,0.10890886833969447
Lazio,Parma,0.5272472655901074,0.27776312018041766,0.19498961422947497
Lecce,Atalanta BC,0.199649642331135,0.2584109511903885,0.5419394064784765
Napoli,AC Milan,0.36811761154385386,0.30732378226525875,0.32455860619088733
Parma,Napoli,0.17573648961373267,0.25581682097495034,0.568446689411317
Pisa,Torino,0.33018007305568897,0.3100186288376093,0.35980129810670175
Sassuolo,Cagliari,0.4776624522116118,0.2977740290163476,0.22456351877204062
Torino,Hellas Verona,0.4931153617804141,0.28922756972732283,0.21765706849226307
Udinese,Como,0.18829190841688545,0.2507707111950687,0.5609373803880459
