home_team,away_team,p_home_book,p_draw_book,p_away_book
Arsenal,Bournemouth,0.6763922302658488,0.1975372117713442,0.12607055796280697
Aston Villa,Sunderland,0.590189521929275,0.2426109273446117,0.16719955072611328
Brentford,Everton,0.43245009122064915,0.2828609309945836,0.28468897778476726
Brentford,Fulham,0.4478125036990829,0.26301811323543606,0.2891693830654811
Burnley,Brighton and Hove Albion,0.21824435142663395,0.24452110633988974,0.5372345422334762
Chelsea,Manchester City,0.32274425790972266,0.24942353951467588,0.42783220257560145
Chelsea,Manchester United,0.4334089042316582,0.2594659482636137,0.3071251475047282
Crystal Palace,Newcastle United,0.3417996136875632,0.27305888378278753,0.38514150252964924
Crystal Palace,West Ham United,0.4447996971720466,0.27850098967659886,0.27669931315135454
Everton,Liverpool,0.28424855206720206,0.267403972586962,0.4483474753458359
Leeds United,Wolverhampton Wanderers,0.5676980236328284,0.24469896140248767,0.1876030149646839
Liverpool,Fulham,0.6108944547425272,0.21282082358503632,0.17628472167243642
Manchester City,Arsenal,0.424734407535262,0.27554445482537393,0.29972113763936403
Manchester United,Leeds United,0.5890033578126329,0.22811926023690332,0.1828773819504638
Newcastle United,Bournemouth,0.49236752035952946,0.2345511893392758,0.2730812903011948
Nottingham Forest,Aston Villa,0.36085123581057954,0.27884503725302356,0.36030372693639684
Nottingham Forest,Burnley,0.6211930334288135,0.22567229581059037,0.1531346707605962
Sunderland,Tottenham Hotspur,0.3614707093873479,0.2770834190423293,0.3614458715703228
Tottenham Hotspur,Brighton and Hove Albion,0.38545006582155,0.260022175429044,0.35452775874940606
West Ham United,Wolverhampton Wanderers,0.522142765091347,0.2560992823642086,0.22175795254444433
